I1,V1,I2,V2,I3,V3,I4,V4,I5,V5,I6,V6,fault
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49399 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,-0.00004 ,164.47465 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49336 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49399 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49401 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49401 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49401 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,1 
0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,0.00000 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,0.00000 ,164.49400 ,1 
